Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.136,44.762,0.313,205,-8.173
RollerBallBrain,0.075,45.023,0.177,125,-8.207
RollerBallBrain,0.092,45.364,0.230,149,-8.225
RollerBallBrain,0.110,45.765,0.273,147,-8.239
RollerBallBrain,0.093,46.052,0.180,130,-8.239
RollerBallBrain,0.067,46.248,0.122,115,-8.243
RollerBallBrain,0.070,46.466,0.135,124,-8.248
RollerBallBrain,0.093,46.681,0.110,137,-8.252
RollerBallBrain,0.062,47.159,0.390,104,-8.248
RollerBallBrain,0.091,47.344,0.088,130,-8.248
RollerBallBrain,0.098,47.594,0.142,165,-8.249
RollerBallBrain,0.059,48.147,0.461,104,-8.245
RollerBallBrain,0.067,48.322,0.098,119,-8.249
RollerBallBrain,0.070,48.467,0.070,130,-8.249
RollerBallBrain,0.074,48.630,0.082,133,-8.252
RollerBallBrain,0.064,49.051,0.328,122,-8.283
RollerBallBrain,0.070,49.158,0.035,130,-8.283
RollerBallBrain,0.051,49.438,0.215,107,-8.301
RollerBallBrain,0.097,49.713,0.165,130,-8.293
RollerBallBrain,0.054,49.964,0.185,104,-8.305
RollerBallBrain,0.097,50.362,0.280,160,-8.301
RollerBallBrain,0.096,50.596,0.131,159,-8.333
RollerBallBrain,0.074,50.917,0.234,130,-8.338
RollerBallBrain,0.072,51.319,0.315,130,-8.338
RollerBallBrain,0.078,51.454,0.052,130,-8.338
RollerBallBrain,0.082,51.660,0.114,139,-8.325
RollerBallBrain,0.108,52.042,0.252,163,-8.331
RollerBallBrain,0.064,52.415,0.288,108,-8.337
RollerBallBrain,0.113,52.655,0.118,161,-8.338
RollerBallBrain,0.146,52.980,0.166,151,-8.340
RollerBallBrain,0.141,53.622,0.463,195,-8.340
RollerBallBrain,0.103,53.904,0.164,130,-8.340
RollerBallBrain,0.105,54.105,0.084,152,-8.351
RollerBallBrain,0.098,54.506,0.276,133,-8.372
RollerBallBrain,0.072,54.835,0.236,110,-8.397
RollerBallBrain,0.098,55.072,0.128,133,-8.404
RollerBallBrain,0.077,55.257,0.098,109,-8.446
RollerBallBrain,0.094,55.553,0.183,122,-8.422
RollerBallBrain,0.061,55.785,0.162,108,-8.397
RollerBallBrain,0.112,56.089,0.177,131,-8.373
RollerBallBrain,0.076,56.475,0.289,114,-8.357
RollerBallBrain,0.085,56.690,0.120,131,-8.352
RollerBallBrain,0.085,57.075,0.278,129,-8.340
RollerBallBrain,0.090,57.358,0.181,143,-8.325
RollerBallBrain,0.070,57.609,0.171,126,-8.335
RollerBallBrain,0.101,58.135,0.392,195,-8.292
RollerBallBrain,0.068,58.277,0.073,138,-8.291
RollerBallBrain,0.064,58.426,0.082,108,-8.277
RollerBallBrain,0.056,58.784,0.278,114,-8.272
RollerBallBrain,0.071,59.119,0.251,140,-8.266
RollerBallBrain,0.102,59.319,0.093,131,-8.266
RollerBallBrain,0.079,59.613,0.193,120,-8.260
RollerBallBrain,0.083,59.943,0.230,145,-8.266
RollerBallBrain,0.081,60.235,0.197,154,-8.261
RollerBallBrain,0.067,60.591,0.267,134,-8.279
RollerBallBrain,0.090,60.854,0.166,130,-8.279
RollerBallBrain,0.070,61.050,0.118,130,-8.279
RollerBallBrain,0.064,61.406,0.272,130,-8.279
RollerBallBrain,0.101,61.715,0.191,169,-8.286
RollerBallBrain,0.085,61.879,0.074,130,-8.286
RollerBallBrain,0.074,62.354,0.379,130,-8.286
RollerBallBrain,0.094,62.664,0.204,144,-8.290
RollerBallBrain,0.091,62.814,0.057,130,-8.290
RollerBallBrain,0.073,63.076,0.181,135,-8.311
RollerBallBrain,0.067,63.560,0.391,158,-8.336
