Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.259,160.914,2.526,2096,-4.127
RollerBallBrain,0.241,163.818,2.488,2055,-4.127
RollerBallBrain,0.240,166.901,2.652,2054,-4.121
RollerBallBrain,0.254,170.060,2.694,2082,-4.124
RollerBallBrain,0.267,172.861,2.376,2075,-4.128
RollerBallBrain,0.239,175.872,2.552,2050,-4.126
RollerBallBrain,0.241,178.902,2.594,2057,-4.125
RollerBallBrain,0.245,181.856,2.534,2066,-4.128
RollerBallBrain,0.238,184.856,2.563,2050,-4.121
RollerBallBrain,0.253,187.996,2.685,2051,-4.119
RollerBallBrain,0.242,190.840,2.436,2051,-4.115
RollerBallBrain,0.245,193.891,2.635,2113,-4.111
RollerBallBrain,0.238,196.943,2.620,2070,-4.112
RollerBallBrain,0.248,200.099,2.725,2053,-4.108
RollerBallBrain,0.249,202.946,2.416,2075,-4.105
RollerBallBrain,0.239,206.012,2.636,2058,-4.108
RollerBallBrain,0.237,209.016,2.572,2074,-4.105
RollerBallBrain,0.244,211.943,2.494,2076,-4.103
RollerBallBrain,0.241,215.055,2.674,2100,-4.116
RollerBallBrain,0.241,217.954,2.481,2049,-4.119
RollerBallBrain,0.246,221.048,2.654,2097,-4.112
RollerBallBrain,0.251,224.049,2.577,2088,-4.109
RollerBallBrain,0.243,227.081,2.606,2069,-4.108
RollerBallBrain,0.254,230.130,2.616,2080,-4.112
RollerBallBrain,0.258,233.045,2.482,2056,-4.112
RollerBallBrain,0.265,236.180,2.688,2065,-4.113
RollerBallBrain,0.260,239.043,2.406,2163,-4.115
RollerBallBrain,0.241,242.191,2.713,2060,-4.118
RollerBallBrain,0.244,245.045,2.439,2053,-4.119
RollerBallBrain,0.253,248.161,2.668,2110,-4.120
RollerBallBrain,0.267,251.202,2.586,2057,-4.119
RollerBallBrain,0.264,254.295,2.645,2171,-4.121
RollerBallBrain,0.240,257.287,2.563,2069,-4.122
RollerBallBrain,0.254,260.247,2.531,2052,-4.114
RollerBallBrain,0.253,263.227,2.545,2079,-4.116
RollerBallBrain,0.245,266.219,2.556,2056,-4.120
RollerBallBrain,0.268,269.141,2.460,2065,-4.122
RollerBallBrain,0.246,272.097,2.525,2081,-4.124
RollerBallBrain,0.241,275.163,2.634,2051,-4.122
RollerBallBrain,0.241,278.151,2.559,2101,-4.124
RollerBallBrain,0.249,281.109,2.531,2060,-4.125
RollerBallBrain,0.258,284.267,2.697,2111,-4.125
RollerBallBrain,0.240,287.281,2.588,2080,-4.125
RollerBallBrain,0.254,290.219,2.523,2108,-4.127
RollerBallBrain,0.243,293.307,2.659,2107,-4.123
RollerBallBrain,0.248,296.228,2.499,2091,-4.123
RollerBallBrain,0.269,299.207,2.531,2109,-4.123
RollerBallBrain,0.248,302.330,2.675,2121,-4.124
RollerBallBrain,0.260,305.296,2.538,2089,-4.124
RollerBallBrain,0.240,308.374,2.632,2076,-4.122
RollerBallBrain,0.243,311.211,2.406,2053,-4.121
RollerBallBrain,0.240,314.166,2.535,2068,-4.115
RollerBallBrain,0.265,317.360,2.708,2107,-4.116
RollerBallBrain,0.293,320.700,2.837,2091,-4.112
RollerBallBrain,0.292,323.915,2.705,2054,-4.110
RollerBallBrain,0.311,327.138,2.708,2076,-4.107
RollerBallBrain,0.447,331.069,3.213,2074,-4.103
RollerBallBrain,0.368,334.909,3.191,2110,-4.101
RollerBallBrain,0.288,338.571,3.146,2050,-4.099
RollerBallBrain,0.321,342.067,2.929,2086,-4.099
RollerBallBrain,0.335,345.587,2.947,2166,-4.093
RollerBallBrain,0.317,349.058,2.931,2107,-4.090
RollerBallBrain,0.250,352.141,2.633,2067,-4.091
RollerBallBrain,0.250,355.178,2.610,2113,-4.092
RollerBallBrain,0.277,358.021,2.389,2076,-4.091
RollerBallBrain,0.331,361.468,2.897,2104,-4.092
RollerBallBrain,0.310,364.778,2.782,2061,-4.091
RollerBallBrain,0.247,367.813,2.618,2051,-4.093
RollerBallBrain,0.292,370.977,2.664,2050,-4.096
RollerBallBrain,0.248,374.256,2.812,2074,-4.094
RollerBallBrain,0.309,377.279,2.530,2059,-4.092
RollerBallBrain,0.239,380.423,2.728,2079,-4.091
RollerBallBrain,0.239,383.445,2.579,2113,-4.089
RollerBallBrain,0.243,386.552,2.665,2093,-4.079
RollerBallBrain,0.244,389.463,2.494,2059,-4.076
RollerBallBrain,0.243,392.522,2.611,2049,-4.069
RollerBallBrain,0.267,395.518,2.548,2154,-4.072
RollerBallBrain,0.244,398.668,2.714,2095,-4.068
RollerBallBrain,0.241,401.566,2.472,2059,-4.064
RollerBallBrain,0.242,404.644,2.631,2105,-4.057
RollerBallBrain,0.295,408.084,2.922,2085,-4.053
RollerBallBrain,0.282,411.119,2.572,2054,-4.052
RollerBallBrain,0.341,414.445,2.786,2104,-4.050
RollerBallBrain,0.247,417.735,2.843,2099,-4.051
RollerBallBrain,0.368,421.076,2.776,2080,-4.051
RollerBallBrain,0.320,424.648,3.025,2065,-4.050
RollerBallBrain,0.254,427.643,2.546,2051,-4.048
RollerBallBrain,0.238,430.656,2.578,2093,-4.044
RollerBallBrain,0.240,433.487,2.421,2066,-4.033
RollerBallBrain,0.242,436.615,2.673,2059,-4.014
RollerBallBrain,0.240,439.682,2.631,2083,-4.006
RollerBallBrain,0.241,442.563,2.462,2061,-4.002
RollerBallBrain,0.248,445.830,2.790,2102,-3.998
RollerBallBrain,0.251,448.816,2.560,2091,-3.997
RollerBallBrain,0.334,452.353,2.971,2110,-3.996
RollerBallBrain,0.257,455.654,2.833,2077,-3.993
RollerBallBrain,0.241,458.576,2.496,2074,-3.982
RollerBallBrain,0.240,461.579,2.564,2049,-3.978
RollerBallBrain,0.242,464.639,2.624,2068,-3.975
RollerBallBrain,0.241,467.538,2.482,2088,-3.973
RollerBallBrain,0.245,470.580,2.615,2095,-3.968
RollerBallBrain,0.287,473.952,2.887,2107,-3.965
RollerBallBrain,0.302,477.409,2.935,2089,-3.963
RollerBallBrain,0.287,480.336,2.470,2089,-3.962
RollerBallBrain,0.257,483.406,2.623,2071,-3.960
RollerBallBrain,0.240,486.406,2.577,2087,-3.954
RollerBallBrain,0.274,489.446,2.608,2080,-3.954
RollerBallBrain,0.265,492.588,2.693,2100,-3.955
RollerBallBrain,0.235,495.304,2.304,2070,-3.949
RollerBallBrain,0.301,498.706,2.885,2049,-3.942
RollerBallBrain,0.241,501.879,2.732,2066,-3.941
RollerBallBrain,0.242,504.881,2.576,2052,-3.937
RollerBallBrain,0.241,507.898,2.567,2089,-3.941
RollerBallBrain,0.254,511.023,2.677,2101,-3.936
RollerBallBrain,0.267,514.058,2.589,2077,-3.933
RollerBallBrain,0.309,517.200,2.627,2112,-3.932
RollerBallBrain,0.256,520.340,2.684,2085,-3.933
RollerBallBrain,0.260,523.256,2.476,2112,-3.932
RollerBallBrain,0.250,526.367,2.677,2099,-3.932
RollerBallBrain,0.243,529.560,2.596,2157,-3.931
RollerBallBrain,0.246,532.556,2.572,2052,-3.928
RollerBallBrain,0.262,535.636,2.630,2106,-3.924
RollerBallBrain,0.243,538.526,2.478,2071,-3.922
RollerBallBrain,0.262,541.581,2.612,2073,-3.921
RollerBallBrain,0.258,544.537,2.525,2049,-3.920
RollerBallBrain,0.242,547.261,2.320,2054,-3.919
RollerBallBrain,0.248,550.355,2.643,2093,-3.920
RollerBallBrain,0.264,553.406,2.605,2085,-3.920
RollerBallBrain,0.276,556.347,2.512,2100,-3.919
RollerBallBrain,0.263,559.494,2.712,2117,-3.918
RollerBallBrain,0.259,562.533,2.607,2075,-3.916
RollerBallBrain,0.269,565.500,2.520,2102,-3.917
RollerBallBrain,0.278,568.684,2.704,2106,-3.917
RollerBallBrain,0.269,571.607,2.491,2057,-3.915
RollerBallBrain,0.267,574.559,2.498,2058,-3.914
RollerBallBrain,0.273,577.653,2.626,2052,-3.913
RollerBallBrain,0.278,580.548,2.461,2080,-3.913
RollerBallBrain,0.268,583.695,2.694,2164,-3.913
RollerBallBrain,0.283,586.873,2.704,2090,-3.915
RollerBallBrain,0.267,589.666,2.378,2073,-3.914
RollerBallBrain,0.266,592.824,2.721,2106,-3.915
RollerBallBrain,0.267,595.818,2.541,2076,-3.915
RollerBallBrain,0.264,598.838,2.579,2080,-3.915
RollerBallBrain,0.249,601.870,2.607,2053,-3.916
RollerBallBrain,0.275,604.667,2.363,2108,-3.916
RollerBallBrain,0.258,607.856,2.728,2069,-3.917
RollerBallBrain,0.267,610.928,2.607,2089,-3.918
RollerBallBrain,0.259,613.803,2.440,2072,-3.918
RollerBallBrain,0.263,616.799,2.544,2065,-3.919
RollerBallBrain,0.267,619.781,2.542,2080,-3.919
RollerBallBrain,0.249,622.910,2.693,2098,-3.918
RollerBallBrain,0.243,625.704,2.381,2050,-3.920
RollerBallBrain,0.246,628.853,2.698,2084,-3.919
RollerBallBrain,0.244,631.880,2.583,2106,-3.924
RollerBallBrain,0.249,634.703,2.412,2051,-3.922
RollerBallBrain,0.251,637.958,2.777,2104,-3.922
RollerBallBrain,0.251,640.903,2.546,2092,-3.922
RollerBallBrain,0.248,643.961,2.618,2084,-3.923
RollerBallBrain,0.263,646.806,2.408,2080,-3.923
RollerBallBrain,0.264,649.960,2.702,2105,-3.923
RollerBallBrain,0.259,652.978,2.572,2080,-3.923
RollerBallBrain,0.259,655.929,2.517,2080,-3.923
RollerBallBrain,0.248,659.142,2.740,2108,-3.924
RollerBallBrain,0.246,661.942,2.392,2052,-3.923
RollerBallBrain,0.250,665.006,2.628,2082,-3.924
RollerBallBrain,0.273,668.105,2.637,2105,-3.925
RollerBallBrain,0.245,671.123,2.611,2111,-3.924
RollerBallBrain,0.266,674.230,2.656,2080,-3.924
RollerBallBrain,0.244,676.969,2.337,2057,-3.924
RollerBallBrain,0.278,680.130,2.700,2105,-3.923
RollerBallBrain,0.264,683.084,2.549,2080,-3.923
RollerBallBrain,0.262,685.968,2.491,2080,-3.923
RollerBallBrain,0.275,689.136,2.713,2080,-3.923
RollerBallBrain,0.264,691.914,2.387,2080,-3.923
RollerBallBrain,0.261,695.016,2.700,2080,-3.923
RollerBallBrain,0.260,697.864,2.426,2077,-3.923
RollerBallBrain,0.270,701.047,2.729,2105,-3.924
RollerBallBrain,0.262,703.901,2.464,2080,-3.924
RollerBallBrain,0.255,706.848,2.543,2098,-3.923
RollerBallBrain,0.266,710.046,2.732,2148,-3.923
RollerBallBrain,0.246,712.986,2.538,2056,-3.926
RollerBallBrain,0.256,715.909,2.493,2086,-3.925
RollerBallBrain,0.348,719.167,2.704,2080,-3.925
RollerBallBrain,0.332,722.346,2.690,2080,-3.925
RollerBallBrain,0.376,725.849,2.959,2080,-3.925
RollerBallBrain,0.310,728.814,2.505,2060,-3.925
RollerBallBrain,0.263,732.114,2.808,2054,-3.923
RollerBallBrain,0.350,735.306,2.631,2093,-3.923
RollerBallBrain,0.307,738.545,2.730,2080,-3.923
RollerBallBrain,0.309,741.850,2.791,2080,-3.923
RollerBallBrain,0.308,744.862,2.552,2080,-3.923
RollerBallBrain,0.292,748.166,2.839,2091,-3.923
RollerBallBrain,0.292,751.171,2.525,2089,-3.923
RollerBallBrain,0.291,754.488,2.802,2128,-3.923
RollerBallBrain,0.312,757.911,2.883,2080,-3.923
RollerBallBrain,0.308,760.876,2.465,2076,-3.923
RollerBallBrain,0.335,764.289,2.867,2210,-3.923
RollerBallBrain,0.313,767.656,2.884,2080,-3.923
RollerBallBrain,0.305,770.562,2.470,2080,-3.923
RollerBallBrain,0.336,773.952,2.869,2210,-3.923
RollerBallBrain,0.310,777.345,2.899,2080,-3.923
RollerBallBrain,0.324,780.270,2.458,2080,-3.923
RollerBallBrain,0.346,783.658,2.877,2210,-3.923
RollerBallBrain,0.308,787.015,2.874,2080,-3.923
RollerBallBrain,0.310,789.940,2.475,2080,-3.923
RollerBallBrain,0.324,793.322,2.889,2210,-3.923
RollerBallBrain,0.308,796.708,2.909,2080,-3.923
RollerBallBrain,0.305,799.789,2.612,2106,-3.923
RollerBallBrain,0.254,802.916,2.690,2105,-3.923
RollerBallBrain,0.267,805.946,2.586,2080,-3.923
RollerBallBrain,0.331,809.047,2.630,2080,-3.923
RollerBallBrain,0.259,812.150,2.687,2080,-3.923
RollerBallBrain,0.255,815.042,2.482,2072,-3.923
RollerBallBrain,0.269,818.091,2.646,2145,-3.923
RollerBallBrain,0.251,821.017,2.539,2080,-3.923
RollerBallBrain,0.261,824.020,2.597,2080,-3.923
RollerBallBrain,0.261,827.182,2.744,2080,-3.923
RollerBallBrain,0.261,829.976,2.401,2080,-3.923
RollerBallBrain,0.268,833.014,2.632,2145,-3.923
RollerBallBrain,0.264,836.009,2.598,2080,-3.923
RollerBallBrain,0.259,838.940,2.525,2080,-3.923
RollerBallBrain,0.276,841.990,2.636,2080,-3.923
RollerBallBrain,0.324,845.347,2.829,2084,-3.923
RollerBallBrain,0.348,849.070,3.155,2080,-3.923
RollerBallBrain,0.312,852.186,2.639,2080,-3.923
RollerBallBrain,0.259,855.376,2.769,2059,-3.923
RollerBallBrain,0.249,858.359,2.549,2103,-3.922
RollerBallBrain,0.249,861.349,2.558,2080,-3.922
RollerBallBrain,0.243,864.287,2.517,2051,-3.920
RollerBallBrain,0.250,867.288,2.569,2058,-3.920
RollerBallBrain,0.253,870.350,2.628,2106,-3.918
RollerBallBrain,0.263,873.318,2.513,2075,-3.919
RollerBallBrain,0.277,876.540,2.740,2059,-3.915
RollerBallBrain,0.284,879.863,2.809,2067,-3.911
RollerBallBrain,0.288,883.112,2.734,2100,-3.911
RollerBallBrain,0.305,886.309,2.683,2080,-3.911
RollerBallBrain,0.303,889.460,2.669,2080,-3.911
RollerBallBrain,0.317,892.635,2.690,2145,-3.911
RollerBallBrain,0.292,895.979,2.865,2080,-3.911
RollerBallBrain,0.284,899.129,2.666,2066,-3.911
RollerBallBrain,0.328,902.432,2.768,2214,-3.910
RollerBallBrain,0.289,905.712,2.780,2051,-3.911
RollerBallBrain,0.282,908.888,2.706,2101,-3.910
RollerBallBrain,0.307,912.185,2.765,2171,-3.909
RollerBallBrain,0.284,915.409,2.740,2080,-3.909
RollerBallBrain,0.301,918.719,2.795,2080,-3.909
RollerBallBrain,0.292,921.923,2.712,2106,-3.909
RollerBallBrain,0.305,925.211,2.777,2090,-3.910
RollerBallBrain,0.304,928.296,2.580,2092,-3.910
RollerBallBrain,0.254,931.540,2.794,2113,-3.909
RollerBallBrain,0.273,934.483,2.533,2145,-3.909
RollerBallBrain,0.372,937.863,2.823,2080,-3.909
RollerBallBrain,0.330,941.282,2.901,2080,-3.909
RollerBallBrain,0.285,944.452,2.679,2096,-3.911
RollerBallBrain,0.319,947.968,2.971,2142,-3.912
RollerBallBrain,0.256,950.992,2.590,2050,-3.912
RollerBallBrain,0.268,953.915,2.503,2080,-3.912
RollerBallBrain,0.264,956.797,2.489,2049,-3.913
RollerBallBrain,0.247,959.748,2.526,2103,-3.913
RollerBallBrain,0.244,962.976,2.766,2110,-3.913
RollerBallBrain,0.331,966.097,2.598,2076,-3.913
RollerBallBrain,0.310,969.604,2.978,2058,-3.910
RollerBallBrain,0.297,972.896,2.773,2080,-3.910
RollerBallBrain,0.278,976.075,2.722,2145,-3.910
RollerBallBrain,0.249,979.326,2.791,2064,-3.910
RollerBallBrain,0.249,982.250,2.495,2080,-3.910
RollerBallBrain,0.263,985.227,2.544,2080,-3.910
RollerBallBrain,0.283,988.121,2.476,2080,-3.910
RollerBallBrain,0.266,991.228,2.691,2145,-3.910
RollerBallBrain,0.404,994.780,2.947,2080,-3.910
RollerBallBrain,0.312,998.105,2.807,2058,-3.909
RollerBallBrain,0.312,1001.346,2.712,2080,-3.909
RollerBallBrain,0.296,1004.470,2.610,2080,-3.909
RollerBallBrain,0.279,1007.690,2.717,2058,-3.910
RollerBallBrain,0.283,1010.975,2.793,2096,-3.905
RollerBallBrain,0.286,1014.040,2.562,2077,-3.905
RollerBallBrain,0.300,1017.260,2.726,2080,-3.905
RollerBallBrain,0.317,1020.392,2.649,2080,-3.905
RollerBallBrain,0.296,1023.526,2.704,2080,-3.905
RollerBallBrain,0.296,1026.917,2.897,2087,-3.905
RollerBallBrain,0.311,1030.000,2.623,2145,-3.905
RollerBallBrain,0.289,1033.189,2.725,2080,-3.905
RollerBallBrain,0.287,1036.245,2.619,2080,-3.905
RollerBallBrain,0.284,1039.468,2.768,2080,-3.905
RollerBallBrain,0.289,1042.740,2.813,2080,-3.905
RollerBallBrain,0.281,1045.766,2.601,2145,-3.905
RollerBallBrain,0.270,1049.322,2.926,2080,-3.905
RollerBallBrain,0.263,1052.623,2.906,2080,-3.905
RollerBallBrain,0.266,1055.676,2.645,2080,-3.905
RollerBallBrain,0.278,1058.732,2.637,2080,-3.905
