Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.636,444.638,3.544,2110,-6.860
RollerBallBrain,0.610,449.188,3.719,2063,-6.856
RollerBallBrain,0.585,453.596,3.588,2058,-6.939
RollerBallBrain,0.628,458.320,3.816,2125,-6.951
RollerBallBrain,0.618,463.068,3.869,2091,-6.948
RollerBallBrain,0.619,467.157,3.216,2053,-6.941
RollerBallBrain,0.666,471.766,3.659,2099,-6.966
RollerBallBrain,0.593,476.257,3.650,2099,-6.984
RollerBallBrain,0.621,480.577,3.507,2080,-6.984
RollerBallBrain,0.593,484.966,3.562,2076,-6.982
RollerBallBrain,0.622,489.441,3.599,2106,-6.988
RollerBallBrain,0.598,494.031,3.771,2080,-6.988
RollerBallBrain,0.628,498.593,3.677,2086,-6.996
RollerBallBrain,0.626,502.963,3.495,2060,-7.007
RollerBallBrain,0.555,507.171,3.410,2049,-6.997
RollerBallBrain,0.605,511.528,3.498,2080,-6.997
RollerBallBrain,0.714,516.343,3.838,2077,-6.994
RollerBallBrain,0.664,521.452,4.157,2111,-7.015
RollerBallBrain,0.648,525.920,3.603,2095,-7.014
RollerBallBrain,0.749,530.474,3.598,2080,-7.014
RollerBallBrain,0.560,534.583,3.318,2050,-7.027
RollerBallBrain,0.626,538.998,3.560,2080,-7.027
RollerBallBrain,0.669,543.522,3.623,2062,-7.124
RollerBallBrain,0.602,548.336,3.968,2090,-7.119
RollerBallBrain,0.618,552.632,3.458,2080,-7.119
RollerBallBrain,0.605,557.049,3.618,2087,-7.121
RollerBallBrain,0.606,561.350,3.458,2077,-7.117
RollerBallBrain,0.600,565.620,3.416,2097,-7.115
RollerBallBrain,0.618,569.876,3.441,2080,-7.115
RollerBallBrain,0.603,574.385,3.698,2080,-7.115
RollerBallBrain,0.616,578.682,3.486,2110,-7.116
RollerBallBrain,0.605,583.357,3.835,2080,-7.116
RollerBallBrain,0.650,587.624,3.438,2059,-7.115
RollerBallBrain,0.685,592.275,3.692,2058,-7.113
RollerBallBrain,0.629,596.566,3.427,2075,-7.107
RollerBallBrain,0.631,601.181,3.715,2061,-7.106
RollerBallBrain,0.438,605.350,3.530,2080,-7.106
RollerBallBrain,0.455,608.954,2.973,2172,-7.107
RollerBallBrain,0.449,612.602,3.065,2080,-7.107
RollerBallBrain,0.406,616.209,3.050,2093,-7.106
RollerBallBrain,0.411,619.647,2.865,2132,-7.105
RollerBallBrain,0.422,623.268,3.046,2052,-7.129
RollerBallBrain,0.478,626.811,2.906,2119,-7.130
RollerBallBrain,0.410,630.461,3.055,2077,-7.126
RollerBallBrain,0.483,633.953,2.844,2107,-7.123
RollerBallBrain,0.550,637.662,2.980,2081,-7.113
