Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.287,586.940,2.674,2058,-4.622
RollerBallBrain,0.239,590.010,2.624,2059,-4.616
RollerBallBrain,0.249,593.181,2.714,2066,-4.609
RollerBallBrain,0.238,596.162,2.556,2049,-4.604
RollerBallBrain,0.236,599.277,2.674,2050,-4.600
RollerBallBrain,0.242,602.273,2.542,2078,-4.597
RollerBallBrain,0.234,605.327,2.617,2052,-4.592
RollerBallBrain,0.253,608.423,2.649,2049,-4.589
RollerBallBrain,0.261,611.593,2.678,2050,-4.586
RollerBallBrain,0.256,614.668,2.629,2083,-4.582
RollerBallBrain,0.277,617.941,2.767,2072,-4.578
RollerBallBrain,0.283,621.288,2.828,2054,-4.576
RollerBallBrain,0.263,624.538,2.757,2059,-4.572
RollerBallBrain,0.270,627.750,2.741,2054,-4.567
RollerBallBrain,0.267,631.025,2.791,2055,-4.562
RollerBallBrain,0.270,634.293,2.778,2056,-4.559
RollerBallBrain,0.385,637.868,2.941,2057,-4.556
RollerBallBrain,0.355,641.712,3.199,2062,-4.553
RollerBallBrain,0.384,645.785,3.376,2077,-4.548
RollerBallBrain,0.340,649.534,3.133,2061,-4.543
RollerBallBrain,0.332,653.259,3.128,2073,-4.539
RollerBallBrain,0.335,657.114,3.256,2063,-4.534
RollerBallBrain,0.350,660.826,3.104,2076,-4.533
RollerBallBrain,0.368,664.856,3.344,2061,-4.529
RollerBallBrain,0.349,668.836,3.322,2050,-4.525
RollerBallBrain,0.357,672.629,3.173,2052,-4.520
RollerBallBrain,0.351,676.367,3.117,2076,-4.516
RollerBallBrain,0.339,680.118,3.156,2049,-4.512
RollerBallBrain,0.360,683.895,3.149,2054,-4.508
RollerBallBrain,0.357,687.744,3.186,2078,-4.502
RollerBallBrain,0.341,691.505,3.139,2056,-4.499
RollerBallBrain,0.333,695.159,3.049,2059,-4.494
RollerBallBrain,0.349,698.896,3.097,2051,-4.490
RollerBallBrain,0.353,702.570,3.040,2052,-4.485
RollerBallBrain,0.343,706.585,3.359,2078,-4.479
RollerBallBrain,0.311,710.436,3.264,2058,-4.477
RollerBallBrain,0.311,713.760,2.790,2054,-4.473
RollerBallBrain,0.312,717.158,2.859,2051,-4.468
RollerBallBrain,0.481,721.201,3.278,2051,-4.468
RollerBallBrain,0.354,725.340,3.455,2062,-4.463
RollerBallBrain,0.353,729.578,3.580,2058,-4.459
RollerBallBrain,0.353,733.496,3.265,2066,-4.456
RollerBallBrain,0.345,737.201,3.119,2055,-4.454
RollerBallBrain,0.352,740.954,3.143,2055,-4.450
RollerBallBrain,0.436,744.798,3.135,2050,-4.445
RollerBallBrain,0.323,748.468,3.095,2049,-4.439
RollerBallBrain,0.342,752.256,3.182,2058,-4.435
RollerBallBrain,0.350,755.960,3.100,2061,-4.433
RollerBallBrain,0.431,759.858,3.186,2053,-4.429
RollerBallBrain,0.357,763.699,3.201,2049,-4.424
RollerBallBrain,0.411,767.901,3.487,2060,-4.419
RollerBallBrain,0.270,771.576,3.140,2058,-4.414
RollerBallBrain,0.249,774.718,2.681,2059,-4.410
RollerBallBrain,0.264,777.841,2.642,2059,-4.404
RollerBallBrain,0.273,781.136,2.797,2052,-4.400
RollerBallBrain,0.249,784.243,2.658,2055,-4.396
RollerBallBrain,0.260,787.324,2.620,2071,-4.393
RollerBallBrain,0.272,790.475,2.676,2070,-4.390
RollerBallBrain,0.270,793.622,2.663,2058,-4.387
RollerBallBrain,0.244,796.762,2.695,2072,-4.384
RollerBallBrain,0.249,799.774,2.568,2054,-4.380
RollerBallBrain,0.239,802.988,2.748,2056,-4.377
RollerBallBrain,0.256,806.071,2.608,2052,-4.374
RollerBallBrain,0.264,809.214,2.662,2060,-4.368
RollerBallBrain,0.240,812.324,2.668,2055,-4.364
RollerBallBrain,0.269,815.513,2.710,2061,-4.359
RollerBallBrain,0.256,818.659,2.694,2072,-4.358
RollerBallBrain,0.251,821.722,2.629,2051,-4.354
RollerBallBrain,0.250,824.799,2.628,2057,-4.352
RollerBallBrain,0.263,827.823,2.559,2060,-4.346
RollerBallBrain,0.262,831.067,2.762,2049,-4.343
RollerBallBrain,0.245,834.184,2.659,2068,-4.340
RollerBallBrain,0.243,837.215,2.588,2058,-4.338
RollerBallBrain,0.278,840.424,2.703,2061,-4.333
RollerBallBrain,0.262,843.602,2.693,2060,-4.328
RollerBallBrain,0.243,846.688,2.633,2049,-4.326
RollerBallBrain,0.369,850.757,3.395,2052,-4.323
RollerBallBrain,0.458,855.026,3.483,2057,-4.320
RollerBallBrain,0.363,859.099,3.409,2091,-4.317
RollerBallBrain,0.275,862.849,3.195,2052,-4.314
RollerBallBrain,0.288,866.243,2.850,2058,-4.312
RollerBallBrain,0.282,869.942,3.143,2052,-4.307
RollerBallBrain,0.240,873.104,2.735,2071,-4.304
RollerBallBrain,0.242,876.155,2.607,2096,-4.304
RollerBallBrain,0.246,879.210,2.618,2056,-4.300
RollerBallBrain,0.240,882.183,2.539,2055,-4.298
RollerBallBrain,0.241,885.206,2.570,2052,-4.294
RollerBallBrain,0.236,888.265,2.626,2061,-4.291
RollerBallBrain,0.245,891.269,2.565,2060,-4.288
RollerBallBrain,0.236,894.275,2.587,2061,-4.284
RollerBallBrain,0.242,897.405,2.682,2061,-4.281
RollerBallBrain,0.254,900.416,2.554,2050,-4.278
RollerBallBrain,0.237,903.476,2.629,2074,-4.273
RollerBallBrain,0.247,906.558,2.647,2075,-4.269
RollerBallBrain,0.249,909.646,2.624,2055,-4.266
RollerBallBrain,0.245,912.658,2.591,2061,-4.264
RollerBallBrain,0.258,915.696,2.580,2052,-4.261
RollerBallBrain,0.248,918.773,2.630,2060,-4.256
RollerBallBrain,0.253,921.862,2.625,2062,-4.252
RollerBallBrain,0.242,924.893,2.572,2070,-4.249
RollerBallBrain,0.241,927.924,2.596,2059,-4.245
RollerBallBrain,0.253,930.977,2.619,2078,-4.242
RollerBallBrain,0.245,934.045,2.615,2054,-4.239
RollerBallBrain,0.251,937.208,2.707,2130,-4.236
RollerBallBrain,0.252,940.262,2.602,2057,-4.232
RollerBallBrain,0.235,943.303,2.601,2072,-4.229
RollerBallBrain,0.236,946.358,2.622,2054,-4.224
RollerBallBrain,0.231,949.327,2.554,2052,-4.220
RollerBallBrain,0.239,952.383,2.612,2050,-4.217
RollerBallBrain,0.244,955.406,2.580,2053,-4.215
RollerBallBrain,0.240,958.461,2.617,2053,-4.211
RollerBallBrain,0.245,961.452,2.556,2057,-4.207
RollerBallBrain,0.235,964.503,2.613,2056,-4.206
RollerBallBrain,0.249,967.472,2.534,2050,-4.204
RollerBallBrain,0.247,970.555,2.632,2064,-4.201
RollerBallBrain,0.244,973.644,2.615,2052,-4.197
RollerBallBrain,0.238,976.666,2.582,2059,-4.193
RollerBallBrain,0.249,979.626,2.533,2051,-4.190
RollerBallBrain,0.255,982.713,2.614,2053,-4.186
RollerBallBrain,0.259,985.867,2.685,2059,-4.184
RollerBallBrain,0.369,989.362,2.901,2053,-4.182
RollerBallBrain,0.378,993.451,3.403,2057,-4.179
RollerBallBrain,0.423,997.686,3.457,2052,-4.174
RollerBallBrain,0.402,1001.798,3.408,2056,-4.171
RollerBallBrain,0.392,1005.890,3.380,2078,-4.170
RollerBallBrain,0.252,1009.437,3.050,2056,-4.165
RollerBallBrain,0.265,1012.674,2.759,2057,-4.164
RollerBallBrain,0.251,1015.908,2.764,2051,-4.162
RollerBallBrain,0.373,1019.534,2.843,2088,-4.159
RollerBallBrain,0.430,1023.616,3.397,2069,-4.157
RollerBallBrain,0.344,1027.449,3.228,2053,-4.157
RollerBallBrain,0.345,1031.158,3.101,2052,-4.157
