Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.240,249.635,2.609,2049,-3.726
RollerBallBrain,0.238,252.664,2.612,2052,-3.730
RollerBallBrain,0.265,255.836,2.693,2057,-3.721
RollerBallBrain,0.254,258.934,2.650,2075,-3.709
RollerBallBrain,0.242,261.846,2.494,2064,-3.702
RollerBallBrain,0.259,265.004,2.686,2055,-3.687
RollerBallBrain,0.258,268.073,2.619,2060,-3.662
RollerBallBrain,0.236,271.155,2.636,2059,-3.642
RollerBallBrain,0.247,274.350,2.748,2060,-3.625
RollerBallBrain,0.246,277.442,2.643,2050,-3.607
RollerBallBrain,0.260,280.447,2.569,2067,-3.598
RollerBallBrain,0.257,283.667,2.757,2056,-3.579
RollerBallBrain,0.278,286.844,2.691,2055,-3.560
RollerBallBrain,0.255,289.922,2.634,2049,-3.546
RollerBallBrain,0.276,293.183,2.777,2073,-3.526
RollerBallBrain,0.248,296.310,2.651,2049,-3.507
RollerBallBrain,0.250,299.413,2.661,2058,-3.490
RollerBallBrain,0.249,302.527,2.666,2053,-3.471
RollerBallBrain,0.260,305.706,2.715,2049,-3.450
RollerBallBrain,0.243,308.764,2.631,2057,-3.429
RollerBallBrain,0.233,311.808,2.608,2055,-3.409
RollerBallBrain,0.241,314.963,2.686,2052,-3.393
RollerBallBrain,0.249,318.023,2.608,2068,-3.374
RollerBallBrain,0.247,321.073,2.617,2056,-3.354
RollerBallBrain,0.244,324.243,2.704,2060,-3.337
RollerBallBrain,0.249,327.347,2.643,2066,-3.321
RollerBallBrain,0.244,330.405,2.625,2059,-3.305
RollerBallBrain,0.237,333.534,2.675,2050,-3.289
RollerBallBrain,0.253,336.671,2.679,2058,-3.272
RollerBallBrain,0.247,339.735,2.629,2051,-3.255
RollerBallBrain,0.245,342.891,2.701,2050,-3.241
RollerBallBrain,0.248,345.965,2.631,2068,-3.227
RollerBallBrain,0.247,349.062,2.656,2059,-3.212
RollerBallBrain,0.259,352.190,2.674,2056,-3.199
RollerBallBrain,0.236,355.405,2.767,2060,-3.186
RollerBallBrain,0.240,358.563,2.725,2072,-3.170
RollerBallBrain,0.233,361.620,2.610,2050,-3.156
RollerBallBrain,0.254,364.788,2.703,2061,-3.143
RollerBallBrain,0.238,367.912,2.682,2059,-3.129
RollerBallBrain,0.242,370.967,2.617,2053,-3.116
RollerBallBrain,0.234,374.048,2.642,2050,-3.103
RollerBallBrain,0.239,377.103,2.622,2053,-3.090
