Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.282,395.871,2.841,2080,-3.926
RollerBallBrain,0.300,399.311,2.955,2080,-3.926
RollerBallBrain,0.356,402.920,3.016,2081,-3.927
RollerBallBrain,0.352,406.929,3.370,2080,-3.927
RollerBallBrain,0.343,410.381,2.877,2080,-3.927
RollerBallBrain,0.388,414.151,3.183,2080,-3.927
RollerBallBrain,0.364,417.455,2.786,2080,-3.927
RollerBallBrain,0.338,421.367,3.359,2080,-3.927
RollerBallBrain,0.342,425.134,3.226,2080,-3.927
RollerBallBrain,0.381,428.694,2.971,2080,-3.927
RollerBallBrain,0.361,432.563,3.292,2080,-3.927
RollerBallBrain,0.349,436.011,2.909,2072,-3.930
RollerBallBrain,0.335,439.748,3.159,2124,-3.932
RollerBallBrain,0.340,443.421,3.081,2103,-3.930
RollerBallBrain,0.346,446.894,2.906,2086,-3.930
RollerBallBrain,0.366,450.550,3.073,2054,-3.929
RollerBallBrain,0.343,454.117,2.993,2081,-3.921
RollerBallBrain,0.364,457.939,3.210,2096,-3.922
RollerBallBrain,0.447,461.750,3.123,2106,-3.920
RollerBallBrain,0.343,465.294,2.970,2080,-3.920
RollerBallBrain,0.340,468.861,2.994,2080,-3.920
RollerBallBrain,0.269,472.105,2.779,2080,-3.920
RollerBallBrain,0.283,475.062,2.527,2080,-3.920
RollerBallBrain,0.252,478.293,2.825,2145,-3.920
RollerBallBrain,0.254,481.261,2.583,2080,-3.920
RollerBallBrain,0.344,484.964,3.108,2080,-3.917
RollerBallBrain,0.260,488.462,3.016,2080,-3.917
RollerBallBrain,0.251,491.509,2.616,2080,-3.917
RollerBallBrain,0.257,494.713,2.759,2145,-3.917
RollerBallBrain,0.246,497.690,2.565,2080,-3.917
RollerBallBrain,0.297,500.816,2.678,2080,-3.917
RollerBallBrain,0.254,504.067,2.826,2080,-3.917
RollerBallBrain,0.298,507.076,2.576,2080,-3.917
RollerBallBrain,0.250,510.223,2.721,2145,-3.917
RollerBallBrain,0.248,513.202,2.586,2080,-3.917
RollerBallBrain,0.343,516.913,3.176,2080,-3.917
RollerBallBrain,0.361,520.716,3.218,2052,-3.918
RollerBallBrain,0.353,524.177,2.884,2093,-3.919
RollerBallBrain,0.368,528.014,3.216,2115,-3.916
RollerBallBrain,0.334,531.659,3.065,2068,-3.916
RollerBallBrain,0.343,535.414,3.145,2083,-3.916
RollerBallBrain,0.335,539.206,3.215,2172,-3.915
RollerBallBrain,0.335,542.677,2.962,2080,-3.915
RollerBallBrain,0.333,546.225,3.005,2080,-3.915
RollerBallBrain,0.363,550.015,3.228,2210,-3.915
RollerBallBrain,0.344,553.555,3.022,2080,-3.915
RollerBallBrain,0.365,557.137,2.951,2067,-3.913
RollerBallBrain,0.363,561.013,3.256,2230,-3.911
RollerBallBrain,0.374,564.740,3.106,2053,-3.909
RollerBallBrain,0.393,568.474,3.094,2080,-3.909
RollerBallBrain,0.390,572.298,3.164,2210,-3.909
RollerBallBrain,0.352,575.810,2.949,2080,-3.909
RollerBallBrain,0.380,579.385,3.012,2080,-3.909
RollerBallBrain,0.373,583.316,3.333,2210,-3.909
RollerBallBrain,0.343,586.845,3.002,2102,-3.910
RollerBallBrain,0.349,590.506,3.069,2101,-3.910
RollerBallBrain,0.354,594.262,3.135,2080,-3.910
RollerBallBrain,0.375,597.852,2.974,2112,-3.910
RollerBallBrain,0.442,601.667,2.953,2050,-3.912
RollerBallBrain,0.353,605.342,3.072,2084,-3.913
RollerBallBrain,0.316,608.813,2.927,2100,-3.916
RollerBallBrain,0.240,611.937,2.700,2056,-3.915
RollerBallBrain,0.264,615.016,2.623,2103,-3.915
RollerBallBrain,0.294,618.315,2.784,2080,-3.915
RollerBallBrain,0.245,621.363,2.600,2080,-3.915
RollerBallBrain,0.282,624.584,2.804,2080,-3.915
RollerBallBrain,0.267,628.064,3.069,2080,-3.915
RollerBallBrain,0.255,630.987,2.520,2080,-3.915
