Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.295,405.474,2.833,2052,-3.217
RollerBallBrain,0.302,408.860,2.872,2057,-3.210
RollerBallBrain,0.325,412.336,2.911,2066,-3.203
RollerBallBrain,0.290,415.687,2.823,2059,-3.196
RollerBallBrain,0.307,419.281,3.036,2094,-3.191
RollerBallBrain,0.293,422.754,2.939,2064,-3.186
RollerBallBrain,0.291,426.053,2.784,2067,-3.206
RollerBallBrain,0.276,429.463,2.889,2056,-3.226
RollerBallBrain,0.299,432.857,2.867,2053,-3.218
RollerBallBrain,0.305,436.283,2.874,2058,-3.210
RollerBallBrain,0.258,439.801,3.005,2063,-3.203
RollerBallBrain,0.256,443.065,2.808,2049,-3.196
RollerBallBrain,0.249,446.474,2.925,2059,-3.189
RollerBallBrain,0.247,449.639,2.698,2060,-3.184
RollerBallBrain,0.260,452.676,2.573,2059,-3.176
RollerBallBrain,0.243,455.782,2.664,2060,-3.169
RollerBallBrain,0.320,459.215,2.881,2050,-3.162
RollerBallBrain,0.277,462.634,2.912,2066,-3.155
RollerBallBrain,0.252,465.906,2.799,2049,-3.149
RollerBallBrain,0.260,469.207,2.798,2060,-3.142
RollerBallBrain,0.300,472.468,2.742,2049,-3.135
RollerBallBrain,0.259,475.610,2.669,2066,-3.129
RollerBallBrain,0.248,478.831,2.773,2051,-3.123
RollerBallBrain,0.255,481.946,2.661,2060,-3.116
RollerBallBrain,0.258,485.062,2.655,2060,-3.110
RollerBallBrain,0.262,488.223,2.680,2054,-3.104
RollerBallBrain,0.265,491.374,2.674,2057,-3.098
RollerBallBrain,0.269,494.509,2.659,2050,-3.092
RollerBallBrain,0.250,497.700,2.739,2058,-3.087
RollerBallBrain,0.255,500.882,2.722,2064,-3.081
RollerBallBrain,0.263,504.255,2.887,2064,-3.075
RollerBallBrain,0.329,507.621,2.793,2067,-3.070
RollerBallBrain,0.256,511.018,2.907,2059,-3.065
RollerBallBrain,0.354,514.692,3.067,2057,-3.061
RollerBallBrain,0.244,517.845,2.693,2063,-3.056
RollerBallBrain,0.336,521.344,2.788,2049,-3.050
RollerBallBrain,0.280,524.912,3.032,2051,-3.045
RollerBallBrain,0.258,528.050,2.689,2056,-3.040
RollerBallBrain,0.256,531.174,2.655,2050,-3.036
RollerBallBrain,0.303,534.409,2.709,2075,-3.032
RollerBallBrain,0.311,537.669,2.736,2061,-3.027
RollerBallBrain,0.244,541.158,3.004,2059,-3.023
RollerBallBrain,0.266,544.359,2.740,2055,-3.018
RollerBallBrain,0.247,547.763,2.931,2072,-3.014
RollerBallBrain,0.312,550.977,2.692,2052,-3.010
RollerBallBrain,0.256,554.238,2.782,2058,-3.006
RollerBallBrain,0.272,557.656,2.912,2053,-3.001
RollerBallBrain,0.241,560.885,2.759,2057,-2.996
RollerBallBrain,0.268,563.985,2.621,2052,-2.992
RollerBallBrain,0.241,567.129,2.710,2057,-2.987
RollerBallBrain,0.328,570.390,2.719,2053,-2.984
RollerBallBrain,0.307,573.832,2.901,2069,-2.980
RollerBallBrain,0.239,577.041,2.761,2056,-2.976
RollerBallBrain,0.251,580.308,2.789,2057,-2.972
RollerBallBrain,0.259,583.811,3.010,2063,-2.968
RollerBallBrain,0.317,587.277,2.916,2058,-2.964
RollerBallBrain,0.238,590.442,2.700,2051,-2.961
RollerBallBrain,0.232,593.472,2.579,2055,-2.957
RollerBallBrain,0.248,596.523,2.590,2055,-2.953
RollerBallBrain,0.241,599.584,2.631,2049,-2.950
RollerBallBrain,0.243,602.657,2.616,2071,-2.946
RollerBallBrain,0.236,605.735,2.637,2058,-2.943
RollerBallBrain,0.301,608.891,2.637,2057,-2.939
RollerBallBrain,0.240,612.097,2.727,2052,-2.936
RollerBallBrain,0.242,615.098,2.576,2052,-2.933
RollerBallBrain,0.234,618.051,2.525,2051,-2.930
RollerBallBrain,0.237,621.184,2.690,2059,-2.926
RollerBallBrain,0.235,624.211,2.602,2060,-2.923
RollerBallBrain,0.247,627.220,2.557,2069,-2.919
RollerBallBrain,0.241,630.398,2.718,2069,-2.916
RollerBallBrain,0.251,633.483,2.620,2055,-2.913
RollerBallBrain,0.279,636.741,2.761,2071,-2.913
RollerBallBrain,0.289,640.076,2.819,2049,-2.910
RollerBallBrain,0.319,643.278,2.688,2056,-2.906
RollerBallBrain,0.268,646.396,2.658,2054,-2.904
RollerBallBrain,0.275,649.854,2.946,2052,-2.901
RollerBallBrain,0.261,653.313,2.950,2062,-2.898
RollerBallBrain,0.250,656.376,2.617,2059,-2.895
RollerBallBrain,0.258,659.538,2.690,2057,-2.892
RollerBallBrain,0.304,662.761,2.693,2050,-2.890
RollerBallBrain,0.237,665.905,2.689,2056,-2.887
RollerBallBrain,0.242,669.003,2.662,2052,-2.885
RollerBallBrain,0.241,672.249,2.779,2052,-2.889
RollerBallBrain,0.249,675.560,2.852,2058,-2.887
RollerBallBrain,0.249,678.931,2.903,2049,-2.885
RollerBallBrain,0.248,682.098,2.699,2051,-2.882
RollerBallBrain,0.270,685.142,2.575,2060,-2.880
RollerBallBrain,0.238,688.582,2.955,2082,-2.877
RollerBallBrain,0.235,691.808,2.779,2072,-2.875
RollerBallBrain,0.240,694.947,2.682,2050,-2.872
RollerBallBrain,0.246,698.058,2.668,2055,-2.870
RollerBallBrain,0.256,701.308,2.774,2049,-2.867
RollerBallBrain,0.249,704.766,2.973,2050,-2.864
RollerBallBrain,0.237,707.969,2.766,2054,-2.863
RollerBallBrain,0.245,711.294,2.841,2050,-2.860
RollerBallBrain,0.236,714.372,2.634,2052,-2.858
RollerBallBrain,0.251,717.442,2.632,2073,-2.855
RollerBallBrain,0.245,720.532,2.631,2055,-2.852
RollerBallBrain,0.240,723.562,2.590,2054,-2.850
RollerBallBrain,0.238,726.589,2.577,2057,-2.848
RollerBallBrain,0.240,729.671,2.633,2051,-2.846
RollerBallBrain,0.241,732.705,2.579,2049,-2.844
RollerBallBrain,0.260,735.890,2.709,2049,-2.842
RollerBallBrain,0.329,739.270,2.829,2072,-2.843
RollerBallBrain,0.235,742.441,2.699,2050,-2.842
RollerBallBrain,0.272,745.591,2.663,2069,-2.841
RollerBallBrain,0.263,748.729,2.665,2049,-2.840
RollerBallBrain,0.295,752.104,2.850,2065,-2.838
RollerBallBrain,0.242,755.424,2.851,2060,-2.837
RollerBallBrain,0.263,758.740,2.857,2066,-2.836
RollerBallBrain,0.249,761.908,2.707,2059,-2.834
RollerBallBrain,0.393,765.573,3.012,2057,-2.833
RollerBallBrain,0.240,768.773,2.750,2054,-2.831
RollerBallBrain,0.314,772.130,2.823,2064,-2.830
RollerBallBrain,0.239,775.233,2.645,2056,-2.828
RollerBallBrain,0.276,778.429,2.694,2058,-2.827
RollerBallBrain,0.369,781.747,2.739,2054,-2.825
RollerBallBrain,0.260,784.980,2.753,2056,-2.824
RollerBallBrain,0.259,788.197,2.749,2069,-2.823
RollerBallBrain,0.241,791.527,2.868,2066,-2.821
RollerBallBrain,0.235,794.601,2.625,2058,-2.820
RollerBallBrain,0.234,797.716,2.671,2052,-2.819
RollerBallBrain,0.257,800.919,2.745,2053,-2.818
RollerBallBrain,0.239,804.059,2.682,2056,-2.817
RollerBallBrain,0.276,807.212,2.670,2057,-2.816
RollerBallBrain,0.303,810.481,2.766,2055,-2.814
RollerBallBrain,0.266,814.100,3.093,2069,-2.813
RollerBallBrain,0.474,817.628,2.831,2051,-2.811
RollerBallBrain,0.249,820.802,2.710,2068,-2.809
RollerBallBrain,0.284,823.964,2.664,2052,-2.808
RollerBallBrain,0.234,827.024,2.627,2051,-2.807
RollerBallBrain,0.238,830.064,2.613,2050,-2.806
RollerBallBrain,0.240,833.198,2.681,2070,-2.804
RollerBallBrain,0.246,836.271,2.623,2052,-2.803
RollerBallBrain,0.246,839.248,2.551,2051,-2.804
RollerBallBrain,0.239,842.349,2.632,2053,-2.803
RollerBallBrain,0.240,845.407,2.610,2057,-2.801
RollerBallBrain,0.234,848.442,2.601,2049,-2.800
RollerBallBrain,0.237,851.531,2.659,2060,-2.799
RollerBallBrain,0.239,854.561,2.592,2050,-2.798
RollerBallBrain,0.238,857.569,2.580,2083,-2.797
RollerBallBrain,0.241,860.620,2.615,2060,-2.803
RollerBallBrain,0.234,863.666,2.608,2058,-2.801
RollerBallBrain,0.237,866.677,2.571,2055,-2.799
RollerBallBrain,0.236,869.753,2.625,2052,-2.797
RollerBallBrain,0.238,872.849,2.628,2059,-2.796
RollerBallBrain,0.237,875.869,2.580,2056,-2.795
RollerBallBrain,0.234,878.916,2.601,2072,-2.794
RollerBallBrain,0.236,881.994,2.625,2056,-2.792
RollerBallBrain,0.242,885.014,2.590,2060,-2.791
RollerBallBrain,0.235,888.029,2.581,2058,-2.789
RollerBallBrain,0.244,891.119,2.641,2051,-2.788
RollerBallBrain,0.291,894.207,2.595,2057,-2.787
RollerBallBrain,0.237,897.267,2.622,2055,-2.786
RollerBallBrain,0.235,900.352,2.635,2053,-2.784
RollerBallBrain,0.236,903.403,2.620,2056,-2.783
RollerBallBrain,0.234,906.397,2.560,2052,-2.782
RollerBallBrain,0.232,909.530,2.696,2058,-2.781
RollerBallBrain,0.235,912.553,2.567,2049,-2.780
RollerBallBrain,0.241,915.598,2.592,2069,-2.778
RollerBallBrain,0.235,918.631,2.602,2049,-2.777
RollerBallBrain,0.235,921.687,2.626,2051,-2.776
RollerBallBrain,0.233,924.689,2.567,2053,-2.775
RollerBallBrain,0.232,927.728,2.614,2053,-2.773
RollerBallBrain,0.239,930.765,2.580,2054,-2.772
RollerBallBrain,0.240,933.839,2.627,2072,-2.771
RollerBallBrain,0.233,936.872,2.597,2054,-2.770
RollerBallBrain,0.237,939.965,2.649,2067,-2.769
RollerBallBrain,0.238,943.036,2.632,2091,-2.767
RollerBallBrain,0.234,946.041,2.587,2054,-2.766
RollerBallBrain,0.241,949.161,2.663,2055,-2.765
RollerBallBrain,0.246,952.196,2.593,2060,-2.764
RollerBallBrain,0.239,955.228,2.590,2064,-2.762
RollerBallBrain,0.236,958.377,2.709,2068,-2.761
RollerBallBrain,0.233,961.381,2.557,2064,-2.760
RollerBallBrain,0.246,964.436,2.618,2055,-2.759
RollerBallBrain,0.235,967.514,2.639,2050,-2.757
RollerBallBrain,0.244,970.558,2.594,2069,-2.756
RollerBallBrain,0.237,973.586,2.584,2050,-2.756
RollerBallBrain,0.234,976.668,2.621,2049,-2.755
RollerBallBrain,0.235,979.691,2.589,2050,-2.754
RollerBallBrain,0.241,982.718,2.599,2054,-2.753
RollerBallBrain,0.237,985.789,2.631,2056,-2.752
RollerBallBrain,0.240,988.848,2.602,2055,-2.751
RollerBallBrain,0.235,991.853,2.573,2056,-2.750
RollerBallBrain,0.258,995.012,2.686,2053,-2.750
RollerBallBrain,0.269,998.503,2.962,2073,-2.750
RollerBallBrain,0.246,1001.817,2.874,2057,-2.750
RollerBallBrain,0.237,1004.904,2.651,2058,-2.749
RollerBallBrain,0.238,1007.915,2.577,2059,-2.749
RollerBallBrain,0.239,1010.913,2.563,2050,-2.748
RollerBallBrain,0.240,1013.967,2.617,2063,-2.747
RollerBallBrain,0.252,1017.204,2.660,2082,-2.746
RollerBallBrain,0.248,1020.294,2.629,2062,-2.745
RollerBallBrain,0.234,1023.322,2.597,2052,-2.744
RollerBallBrain,0.236,1026.340,2.581,2060,-2.744
RollerBallBrain,0.250,1029.368,2.584,2051,-2.743
RollerBallBrain,0.239,1032.402,2.612,2068,-2.743
