Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallBrain,0.404,207.940,3.019,2072,-4.761
RollerBallBrain,0.413,211.514,2.988,2078,-4.767
RollerBallBrain,0.407,215.074,2.978,2072,-4.764
RollerBallBrain,0.396,218.482,2.840,2089,-4.764
RollerBallBrain,0.387,221.866,2.833,2098,-4.762
RollerBallBrain,0.384,225.492,3.064,2082,-4.756
RollerBallBrain,0.395,228.848,2.792,2075,-4.755
RollerBallBrain,0.388,232.444,3.010,2111,-4.745
RollerBallBrain,0.406,235.798,2.770,2055,-4.750
RollerBallBrain,0.381,239.382,3.015,2086,-4.753
RollerBallBrain,0.398,242.721,2.790,2085,-4.753
RollerBallBrain,0.407,246.387,3.071,2066,-4.758
RollerBallBrain,0.395,249.852,2.887,2070,-4.759
RollerBallBrain,0.386,253.175,2.762,2085,-4.761
RollerBallBrain,0.381,256.662,2.910,2067,-4.755
RollerBallBrain,0.391,260.228,3.014,2110,-4.760
RollerBallBrain,0.397,263.558,2.768,2051,-4.762
RollerBallBrain,0.384,267.209,3.069,2075,-4.764
RollerBallBrain,0.381,270.607,2.833,2106,-4.768
RollerBallBrain,0.387,274.239,3.080,2076,-4.769
RollerBallBrain,0.377,277.709,2.923,2089,-4.773
RollerBallBrain,0.392,281.140,2.850,2067,-4.775
RollerBallBrain,0.386,284.560,2.853,2072,-4.774
RollerBallBrain,0.389,288.048,2.919,2101,-4.773
RollerBallBrain,0.382,291.466,2.880,2052,-4.772
RollerBallBrain,0.386,294.859,2.838,2107,-4.774
RollerBallBrain,0.384,298.529,3.072,2087,-4.773
RollerBallBrain,0.403,301.972,2.848,2064,-4.773
RollerBallBrain,0.383,305.448,2.935,2108,-4.775
RollerBallBrain,0.389,308.947,2.945,2107,-4.776
RollerBallBrain,0.384,312.415,2.911,2099,-4.777
RollerBallBrain,0.386,315.813,2.828,2061,-4.778
RollerBallBrain,0.382,319.333,2.954,2110,-4.776
RollerBallBrain,0.383,322.884,2.978,2087,-4.774
RollerBallBrain,0.386,326.197,2.765,2083,-4.772
RollerBallBrain,0.379,329.765,3.008,2054,-4.769
RollerBallBrain,0.383,333.107,2.784,2049,-4.767
RollerBallBrain,0.384,336.797,3.104,2112,-4.769
RollerBallBrain,0.400,340.168,2.799,2082,-4.768
RollerBallBrain,0.392,343.746,3.011,2099,-4.768
RollerBallBrain,0.384,347.126,2.813,2050,-4.770
RollerBallBrain,0.394,350.733,3.016,2087,-4.775
RollerBallBrain,0.381,354.073,2.785,2049,-4.777
RollerBallBrain,0.399,357.601,2.952,2106,-4.779
RollerBallBrain,0.389,361.169,3.002,2053,-4.776
RollerBallBrain,0.400,364.650,2.912,2064,-4.776
RollerBallBrain,0.403,368.195,2.950,2148,-4.777
RollerBallBrain,0.398,371.763,2.986,2099,-4.780
RollerBallBrain,0.391,375.301,2.969,2083,-4.779
RollerBallBrain,0.398,378.948,3.069,2102,-4.778
RollerBallBrain,0.417,382.223,2.700,2084,-4.779
RollerBallBrain,0.395,385.741,2.950,2079,-4.775
RollerBallBrain,0.388,389.457,3.154,2109,-4.778
RollerBallBrain,0.388,392.964,2.943,2094,-4.781
RollerBallBrain,0.379,396.391,2.864,2060,-4.780
RollerBallBrain,0.389,400.098,3.123,2107,-4.777
RollerBallBrain,0.392,403.626,2.961,2099,-4.774
RollerBallBrain,0.402,407.245,3.032,2082,-4.775
RollerBallBrain,0.404,410.832,2.997,2150,-4.773
RollerBallBrain,0.481,414.645,3.124,2068,-4.773
RollerBallBrain,0.424,418.239,2.991,2049,-4.771
RollerBallBrain,0.386,421.623,2.833,2058,-4.766
RollerBallBrain,0.390,425.250,3.034,2089,-4.760
RollerBallBrain,0.446,428.755,2.877,2113,-4.758
RollerBallBrain,0.466,432.639,3.223,2053,-4.756
RollerBallBrain,0.411,436.033,2.830,2051,-4.755
RollerBallBrain,0.430,439.706,3.052,2089,-4.752
RollerBallBrain,0.425,443.175,2.875,2113,-4.751
RollerBallBrain,0.390,446.662,2.914,2069,-4.751
RollerBallBrain,0.411,450.198,2.962,2061,-4.751
RollerBallBrain,0.391,453.689,2.932,2054,-4.747
RollerBallBrain,0.390,457.197,2.956,2100,-4.745
RollerBallBrain,0.391,460.726,2.949,2079,-4.744
RollerBallBrain,0.383,464.284,2.993,2073,-4.746
RollerBallBrain,0.391,467.861,2.994,2062,-4.744
RollerBallBrain,0.407,471.167,2.746,2090,-4.742
RollerBallBrain,0.389,474.815,3.070,2108,-4.742
RollerBallBrain,0.541,478.706,3.157,2088,-4.740
RollerBallBrain,0.592,482.975,3.444,2087,-4.741
RollerBallBrain,0.696,487.494,3.575,2055,-4.739
RollerBallBrain,0.674,492.419,3.971,2049,-4.740
RollerBallBrain,0.469,496.258,3.179,2055,-4.739
RollerBallBrain,0.623,500.326,3.243,2092,-4.739
RollerBallBrain,0.588,504.683,3.525,2065,-4.738
RollerBallBrain,0.621,509.015,3.460,2070,-4.737
RollerBallBrain,0.579,513.288,3.451,2059,-4.737
RollerBallBrain,0.650,517.684,3.490,2058,-4.734
RollerBallBrain,0.645,522.386,3.768,2099,-4.733
RollerBallBrain,0.598,526.469,3.266,2073,-4.732
RollerBallBrain,0.576,530.658,3.379,2058,-4.732
RollerBallBrain,0.619,534.875,3.355,2111,-4.733
RollerBallBrain,0.589,539.296,3.581,2108,-4.733
RollerBallBrain,0.590,543.571,3.436,2092,-4.731
RollerBallBrain,0.619,548.224,3.762,2106,-4.731
RollerBallBrain,0.631,552.578,3.484,2104,-4.731
RollerBallBrain,0.687,556.816,3.312,2085,-4.733
RollerBallBrain,0.654,561.535,3.781,2052,-4.732
RollerBallBrain,0.623,565.904,3.496,2080,-4.732
RollerBallBrain,0.582,570.499,3.766,2073,-4.729
RollerBallBrain,0.577,574.816,3.458,2075,-4.728
RollerBallBrain,0.483,578.596,3.089,2063,-4.727
RollerBallBrain,0.484,582.495,3.228,2083,-4.728
RollerBallBrain,0.463,586.163,3.014,2079,-4.723
RollerBallBrain,0.417,590.383,3.577,2083,-4.723
RollerBallBrain,0.695,594.673,3.360,2057,-4.723
RollerBallBrain,0.480,598.668,3.276,2088,-4.720
RollerBallBrain,0.519,602.564,3.197,2086,-4.720
RollerBallBrain,0.429,606.236,3.069,2049,-4.719
RollerBallBrain,0.426,609.666,2.837,2106,-4.717
RollerBallBrain,0.425,613.514,2.999,2049,-4.716
RollerBallBrain,0.468,617.109,2.961,2101,-4.716
RollerBallBrain,0.586,621.017,3.129,2113,-4.715
RollerBallBrain,0.646,625.407,3.528,2111,-4.715
RollerBallBrain,0.653,629.710,3.386,2052,-4.712
RollerBallBrain,0.593,634.476,3.879,2077,-4.711
RollerBallBrain,0.624,638.662,3.338,2106,-4.711
RollerBallBrain,0.618,643.061,3.552,2080,-4.711
RollerBallBrain,0.691,647.850,3.838,2103,-4.711
RollerBallBrain,0.581,651.945,3.294,2085,-4.712
RollerBallBrain,0.591,656.458,3.692,2076,-4.711
RollerBallBrain,0.661,660.685,3.317,2113,-4.709
RollerBallBrain,0.613,665.140,3.584,2097,-4.706
RollerBallBrain,0.721,669.879,3.734,2108,-4.706
RollerBallBrain,0.666,674.553,3.712,2112,-4.704
RollerBallBrain,0.738,679.286,3.718,2071,-4.704
RollerBallBrain,0.632,683.675,3.515,2060,-4.701
RollerBallBrain,0.624,687.959,3.413,2078,-4.699
RollerBallBrain,0.645,692.343,3.487,2054,-4.700
RollerBallBrain,0.678,697.043,3.744,2111,-4.699
RollerBallBrain,0.628,701.138,3.248,2050,-4.698
RollerBallBrain,0.603,705.554,3.562,2102,-4.700
RollerBallBrain,0.600,709.891,3.495,2084,-4.700
RollerBallBrain,0.596,714.186,3.437,2084,-4.698
RollerBallBrain,0.606,718.658,3.592,2059,-4.696
RollerBallBrain,0.631,722.938,3.397,2096,-4.693
RollerBallBrain,0.616,727.615,3.800,2080,-4.693
RollerBallBrain,0.585,732.037,3.562,2078,-4.693
RollerBallBrain,0.611,736.379,3.493,2088,-4.692
RollerBallBrain,0.582,740.853,3.625,2053,-4.691
RollerBallBrain,0.564,745.076,3.409,2073,-4.689
RollerBallBrain,0.608,749.633,3.688,2055,-4.689
RollerBallBrain,0.624,754.109,3.574,2051,-4.687
RollerBallBrain,0.570,758.519,3.598,2054,-4.688
RollerBallBrain,0.584,762.735,3.396,2069,-4.687
RollerBallBrain,0.615,767.187,3.589,2101,-4.685
RollerBallBrain,0.620,771.685,3.632,2078,-4.686
RollerBallBrain,0.627,775.562,3.049,2147,-4.684
RollerBallBrain,0.590,780.181,3.798,2087,-4.684
RollerBallBrain,0.713,785.043,3.851,2051,-4.683
RollerBallBrain,0.686,790.439,4.361,2063,-4.684
RollerBallBrain,0.639,795.271,3.908,2061,-4.686
RollerBallBrain,0.604,799.662,3.532,2078,-4.685
RollerBallBrain,0.595,804.202,3.690,2049,-4.683
RollerBallBrain,0.535,808.081,3.149,2075,-4.683
RollerBallBrain,0.733,812.783,3.752,2103,-4.683
RollerBallBrain,0.590,817.343,3.696,2083,-4.683
RollerBallBrain,0.673,821.828,3.562,2156,-4.684
RollerBallBrain,0.659,826.289,3.550,2071,-4.684
RollerBallBrain,0.613,830.467,3.337,2049,-4.684
RollerBallBrain,0.630,835.273,3.894,2065,-4.683
RollerBallBrain,0.646,839.527,3.374,2081,-4.683
RollerBallBrain,0.576,844.049,3.664,2083,-4.684
RollerBallBrain,0.625,848.367,3.445,2051,-4.684
RollerBallBrain,0.636,852.875,3.643,2080,-4.684
RollerBallBrain,0.635,857.585,3.863,2080,-4.684
